# D'Arrigo.Stewart_Island.1996
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-StewartIsland.DArrigo.1996.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Aus-StewartIsland.DArrigo.1996.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/1003992
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: D'Arrigo.Stewart_Island.1996
#------------------
# Investigators
#     Investigators: D'Arrigo, Rosanne D.;Buckley, Brendan M.;Cook, Edward R.;Wagner, Wendy S.
#------------------
# Description_Notes_and_Keywords
#     Description: composite series, warm season T signal, approximate average/centroid values entered in elevation, lat and lon fields for completeness
#------------------
# Publication
#     Authors: D'Arrigo, Rosanne D.;Buckley, Brendan M.;Cook, Edward R.;Wagner, Wendy S.
#     Published_Date_or_Year: 1996
#     Published_Title: Temperature-sensitive tree-ring width chronologies of pink pine (Halocarpus biformis) from Stewart Island, New Zealand
#     Journal_Name: Palaeogeography, Palaeoclimatology, Palaeoecology
#     Volume: 119
#     Edition: 
#     Issue: 
#     Pages: 293-300
#     Report: 
#     DOI: 10.1016/0031-0182(95)00014-3
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Stewart Island
#     Location: 
#     Country: 
#     Northernmost_Latitude: -47
#     Southernmost_Latitude: -47
#     Easternmost_Longitude: 167.8
#     Westernmost_Longitude: 167.8
#     Elevation: 450
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1758.0
#     Most_Recent_Year: 1993.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,wood, ,NA, -9 -10 -11 -12 1 2 3 4, tree, ,signal free, N,  ; climateInterpretation_seasonality changed - was originally 9 10 11 12 1 2 3 4; N/A;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1758.0	0.664	
1759.0	0.342	
1760.0	0.31	
1761.0	0.664	
1762.0	-0.297	
1763.0	-0.052	
1764.0	-1.4	
1765.0	-0.574	
1766.0	-0.82	
1767.0	-0.09	
1768.0	-0.962	
1769.0	-1.368	
1770.0	-0.794	
1771.0	-0.31	
1772.0	-0.136	
1773.0	0.51	
1774.0	0.503	
1775.0	-0.581	
1776.0	-0.174	
1777.0	-0.252	
1778.0	-0.516	
1779.0	-0.426	
1780.0	0.071	
1781.0	-0.019	
1782.0	-0.639	
1783.0	-2.613	
1784.0	-0.936	
1785.0	-1.452	
1786.0	-0.942	
1787.0	-1.252	
1788.0	-0.329	
1789.0	-1.116	
1790.0	-1.168	
1791.0	-1.155	
1792.0	-1.207	
1793.0	-1.187	
1794.0	-0.561	
1795.0	-0.742	
1796.0	0.374	
1797.0	1.471	
1798.0	0.464	
1799.0	-0.755	
1800.0	0.755	
1801.0	0.903	
1802.0	1.729	
1803.0	1.419	
1804.0	0.761	
1805.0	1.006	
1806.0	1.355	
1807.0	-1.033	
1808.0	0.039	
1809.0	-0.097	
1810.0	0.652	
1811.0	0.064	
1812.0	0.71	
1813.0	0.11	
1814.0	-0.729	
1815.0	0.135	
1816.0	-1.639	
1817.0	-1.194	
1818.0	-0.891	
1819.0	-0.658	
1820.0	-1.71	
1821.0	-1.174	
1822.0	-0.916	
1823.0	-0.136	
1824.0	-0.032	
1825.0	0.213	
1826.0	-0.51	
1827.0	-0.232	
1828.0	-0.826	
1829.0	-0.865	
1830.0	-0.626	
1831.0	-0.716	
1832.0	-1.091	
1833.0	-2.575	
1834.0	-1.362	
1835.0	-0.923	
1836.0	-0.91	
1837.0	-0.587	
1838.0	-0.323	
1839.0	-0.445	
1840.0	0.297	
1841.0	0.168	
1842.0	0.135	
1843.0	-0.549	
1844.0	-0.29	
1845.0	-0.239	
1846.0	-0.355	
1847.0	-0.284	
1848.0	-0.897	
1849.0	-0.232	
1850.0	-0.116	
1851.0	0.11	
1852.0	-0.065	
1853.0	-1.581	
1854.0	-0.916	
1855.0	-0.839	
1856.0	-0.742	
1857.0	-0.871	
1858.0	-1.387	
1859.0	-1.084	
1860.0	-0.774	
1861.0	-0.929	
1862.0	-0.103	
1863.0	-0.065	
1864.0	-0.626	
1865.0	-0.432	
1866.0	0.271	
1867.0	0.11	
1868.0	-0.381	
1869.0	-0.536	
1870.0	0.051	
1871.0	0.29	
1872.0	-0.407	
1873.0	0.684	
1874.0	-0.129	
1875.0	0.639	
1876.0	0.335	
1877.0	0.116	
1878.0	-1.594	
1879.0	-0.594	
1880.0	-0.155	
1881.0	0.071	
1882.0	0.219	
1883.0	-0.207	
1884.0	-0.574	
1885.0	0.335	
1886.0	0.806	
1887.0	0.258	
1888.0	-0.491	
1889.0	-0.336	
1890.0	-0.019	
1891.0	-0.194	
1892.0	-0.168	
1893.0	-0.29	
1894.0	-0.439	
1895.0	-0.381	
1896.0	-0.407	
1897.0	-0.71	
1898.0	-1.929	
1899.0	-1.116	
1900.0	-0.484	
1901.0	-0.032	
1902.0	-0.807	
1903.0	-0.097	
1904.0	0.748	
1905.0	0.045	
1906.0	-0.658	
1907.0	0.084	
1908.0	1.097	
1909.0	1.258	
1910.0	0.555	
1911.0	0.632	
1912.0	-0.762	
1913.0	0.6	
1914.0	-0.303	
1915.0	0.213	
1916.0	0.258	
1917.0	1.097	
