# Neukom.Central_Andes_composite_15.2014
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/SAm-CentralAndes15.Neukom.2014.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/SAm-CentralAndes15.Neukom.2014.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: https://www.ncdc.noaa.gov/paleo/study/16196
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: tree
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Neukom.Central_Andes_composite_15.2014
#------------------
# Investigators
#     Investigators: Neukom, Raphael;Gergis, Joëlle;Karoly, David J.;Wanner, Heinz;Curran, Mark;Elbert, Julie;González-Rouco, Fidel;Linsley, Braddock K.;Moy, Andrew D.;Mundo, Ignacio;Raible, Christoph C.;Steig, Eric J.;van Ommen, Tas;Vance, Tessa;Villalba, Ricardo;Zinke, Jens;Frank, David
#------------------
# Description_Notes_and_Keywords
#     Description: Signal free detrending
#------------------
# Publication
#     Authors: Neukom, Raphael;Gergis, Joëlle;Karoly, David J.;Wanner, Heinz;Curran, Mark;Elbert, Julie;González-Rouco, Fidel;Linsley, Braddock K.;Moy, Andrew D.;Mundo, Ignacio;Raible, Christoph C.;Steig, Eric J.;van Ommen, Tas;Vance, Tessa;Villalba, Ricardo;Zinke, Jens;Frank, David
#     Published_Date_or_Year: 2014
#     Published_Title: Inter-hemispheric temperature variability over the past millennium
#     Journal_Name: Nature Climate Change
#     Volume: 4
#     Edition: 
#     Issue: 
#     Pages: 362-367
#     Report: 
#     DOI: 10.1038/NCLIMATE2174
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Central Andes composite 15
#     Location: 
#     Country: 
#     Northernmost_Latitude: -41.17
#     Southernmost_Latitude: -41.17
#     Easternmost_Longitude: -71.92
#     Westernmost_Longitude: -71.92
#     Elevation: 1300
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: 1582.0
#     Most_Recent_Year: 1991.0
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        

#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components ( 10 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data, additional_information)
#
##year	Year AD, ,,AD, , tree, ,,N,   
##trsgi	,,,NA, -5 -6 -7 -8 -9 -10 -11 -12 1 2 3 4, tree, composite chronology, ,N,  ; paleoData_variableName changed - was originally C_Andes_Cluster_15_Data_Signalfree_2; paleoData_units changed - was originally unitless; climateInterpretation_seasonality changed - was originally -5 -6 -7 -8 -9 -10 -11 -12 1 2 3 13;  
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
year           trsgi	
1582.0	1.177	
1583.0	0.909	
1584.0	0.931	
1585.0	0.407	
1586.0	-0.927	
1587.0	-1.477	
1588.0	-0.792	
1589.0	-1.03	
1590.0	-1.164	
1591.0	-1.446	
1592.0	-0.479	
1593.0	-0.972	
1594.0	-0.372	
1595.0	-0.524	
1596.0	-0.475	
1597.0	-1.58	
1598.0	-0.587	
1599.0	-0.421	
1600.0	-2.995	
1601.0	-2.932	
1602.0	-1.571	
1603.0	-0.842	
1604.0	-0.918	
1605.0	-0.193	
1606.0	0.976	
1607.0	0.734	
1608.0	0.671	
1609.0	-0.681	
1610.0	-0.828	
1611.0	0.331	
1612.0	0.219	
1613.0	0.703	
1614.0	2.162	
1615.0	1.106	
1616.0	0.595	
1617.0	2.525	
1618.0	0.976	
1619.0	-0.166	
1620.0	0.492	
1621.0	-0.233	
1622.0	0.067	
1623.0	1.186	
1624.0	0.528	
1625.0	-0.448	
1626.0	0.255	
1627.0	-0.103	
1628.0	0.658	
1629.0	0.179	
1630.0	0.018	
1631.0	1.361	
1632.0	0.524	
1633.0	1.777	
1634.0	2.404	
1635.0	-0.313	
1636.0	-1.267	
1637.0	-0.403	
1638.0	-1.862	
1639.0	-1.674	
1640.0	-1.191	
1641.0	-0.9	
1642.0	-0.349	
1643.0	-0.112	
1644.0	0.165	
1645.0	0.04	
1646.0	0.031	
1647.0	0.353	
1648.0	-0.309	
1649.0	0.398	
1650.0	0.34	
1651.0	-0.251	
1652.0	-1.491	
1653.0	-1.818	
1654.0	-1.916	
1655.0	-1.204	
1656.0	-0.157	
1657.0	-0.658	
1658.0	-0.609	
1659.0	-0.385	
1660.0	0.054	
1661.0	-0.851	
1662.0	-2.037	
1663.0	-2.126	
1664.0	-1.289	
1665.0	-2.968	
1666.0	-1.885	
1667.0	-0.39	
1668.0	0.255	
1669.0	-0.497	
1670.0	-1.003	
1671.0	-0.313	
1672.0	0.559	
1673.0	0.416	
1674.0	-1.491	
1675.0	-0.246	
1676.0	0.712	
1677.0	0.779	
1678.0	-0.143	
1679.0	-0.215	
1680.0	1.437	
1681.0	1.696	
1682.0	0.9	
1683.0	0.774	
1684.0	-0.233	
1685.0	0.636	
1686.0	0.694	
1687.0	-0.618	
1688.0	0.165	
1689.0	-2.314	
1690.0	-3.12	
1691.0	-1.737	
1692.0	0.371	
1693.0	1.508	
1694.0	0.479	
1695.0	1.047	
1696.0	-1.33	
1697.0	-1.741	
1698.0	-2.498	
1699.0	-1.849	
1700.0	1.602	
1701.0	1.374	
1702.0	0.412	
1703.0	-1.24	
1704.0	-1.28	
1705.0	-0.399	
1706.0	-0.649	
1707.0	-0.09	
1708.0	-0.506	
1709.0	0.0	
1710.0	0.031	
1711.0	1.146	
1712.0	1.352	
1713.0	1.056	
1714.0	0.103	
1715.0	-0.734	
1716.0	-0.434	
1717.0	-1.697	
1718.0	-0.904	
1719.0	2.569	
1720.0	1.106	
1721.0	0.573	
1722.0	-0.3	
1723.0	1.768	
1724.0	-0.193	
1725.0	-0.425	
1726.0	-0.327	
1727.0	0.125	
1728.0	1.097	
1729.0	-1.128	
1730.0	-2.22	
1731.0	-2.279	
1732.0	-0.184	
1733.0	0.394	
1734.0	-1.459	
1735.0	1.02	
1736.0	0.506	
1737.0	0.38	
1738.0	1.943	
1739.0	0.806	
1740.0	0.846	
1741.0	-1.437	
1742.0	-1.84	
1743.0	-0.9	
1744.0	-1.759	
1745.0	-0.909	
1746.0	-0.072	
1747.0	-0.385	
1748.0	0.353	
1749.0	0.407	
1750.0	0.533	
1751.0	-0.211	
1752.0	-1.115	
1753.0	-1.012	
1754.0	-0.322	
1755.0	-0.998	
1756.0	-1.495	
1757.0	-0.049	
1758.0	-0.175	
1759.0	0.47	
1760.0	-1.388	
1761.0	0.13	
1762.0	0.6	
1763.0	0.313	
1764.0	1.334	
1765.0	0.098	
1766.0	-1.039	
