# Sejrup.Storegga_Slide.2011
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-StoreggaSlide.Sejrup.2011.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 2.0.0 of this dataset.
#
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/pages2k/pages2k-temperature-v2-2017/data-version-2.0.0/Arc-StoreggaSlide.Sejrup.2011.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 2.0.0 of this dataset.
#
# Original_Source_URL: this study
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: marine sediment
# Parameter_Keywords: 
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2017-05-19
#------------------
# Title
#     Study_Name: Sejrup.Storegga_Slide.2011
#------------------
# Investigators
#     Investigators: Sejrup, H.P.;Haflidason, H.;Andrews, J.T.
#------------------
# Description_Notes_and_Keywords
#     Description: QC under question, negative correlation to local temperature (FCL), should be negative accoriding to NickMcKay, keep it.
#------------------
# Publication
#     Authors: Sejrup, H.P.;Haflidason, H.;Andrews, J.T.
#     Published_Date_or_Year: 2011
#     Published_Title: A Holocene North Atlantic SST record and regional climate variability
#     Journal_Name: Quaternary Science Reviews
#     Volume: 30
#     Edition: 
#     Issue: 21-22
#     Pages: 3181-3195
#     Report: 
#     DOI: 10.1016/j.quascirev.2011.07.025
#     Online_Resource: doi.org
#     Full_Citation: 
#     Abstract: 
#------------------
# Funding_Agency
#     Funding_Agency_Name: 
#     Grant: 
#------------------
# Site_Information
#     Site_Name: Storegga Slide
#     Location: 
#     Country: 
#     Northernmost_Latitude: 63.76
#     Southernmost_Latitude: 63.76
#     Easternmost_Longitude: 5.26
#     Westernmost_Longitude: 5.26
#     Elevation: -875
#------------------
# Data_Collection
#     Collection_Name: 
#     Earliest_Year: -956.953
#     Most_Recent_Year: 1999.086
#     Time_Unit: AD
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: 
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology:        
age14C         age14CUncertaintyageUncertainty depth          age            deltaR         labID	
nan	nan	0.9	1.05	-46.0	0.0	NA	
nan	nan	1.1	1.55	-44.0	0.0	NA	
nan	nan	1.2	2.05	-43.0	0.0	NA	
nan	nan	1.5	2.55	-40.0	0.0	NA	
nan	nan	1.7	3.05	-38.0	0.0	NA	
nan	nan	1.9	3.55	-36.0	0.0	NA	
nan	nan	2.2	4.05	-33.0	0.0	NA	
nan	nan	2.4	4.55	-31.0	0.0	NA	
nan	nan	2.7	5.05	-28.0	0.0	NA	
nan	nan	2.9	5.55	-26.0	0.0	NA	
nan	nan	3.2	6.05	-23.0	0.0	NA	
nan	nan	4.4	8.05	-11.0	0.0	NA	
nan	nan	5.3	9.55	-2.0	0.0	NA	
nan	nan	6.6	11.55	11.0	0.0	NA	
nan	nan	1.0	15.05	32.0	0.0	NA	
nan	nan	9.3	16.05	38.0	0.0	NA	
590.0	20.0	nan	16.3	nan	540.0	CURL-7601	
nan	nan	1.0	19.05	75.0	0.0	NA	
615.0	20.0	nan	19.55	nan	540.0	CURL-7606	
nan	nan	13.5	20.55	80.0	0.0	NA	
735.0	15.0	nan	24.55	nan	590.0	CURL-7609	
725.0	15.0	nan	28.55	nan	590.0	CURL-7610	
750.0	55.0	nan	29.55	nan	590.0	ETH-23213	
775.0	15.0	nan	32.05	nan	590.0	CURL-7602	
935.0	15.0	nan	36.3	nan	590.0	CURL-7603	
930.0	75.0	nan	39.55	nan	590.0	ETH-23212	
1195.0	15.0	nan	40.3	nan	590.0	CURL-7611	
1195.0	15.0	nan	40.3	nan	590.0	CURL-7611	
930.0	15.0	nan	37.0	nan	590.0	CURL-7635	
945.0	15.0	nan	40.25	nan	590.0	CURL-7636	
910.0	15.0	nan	44.5	nan	560.0	CURL-7637	
955.0	20.0	nan	48.5	nan	560.0	CURL-7604	
990.0	55.0	nan	51.5	nan	560.0	TUa-2649	
1090.0	15.0	nan	56.5	nan	560.0	CURL-7597	
1125.0	20.0	nan	60.25	nan	560.0	CURL-7605	
1205.0	20.0	nan	64.0	nan	560.0	CURL-7598	
1290.0	15.0	nan	68.5	nan	560.0	CURL-7599	
1310.0	15.0	nan	74.0	nan	560.0	CURL-8850	
1355.0	15.0	nan	77.0	nan	560.0	CURL-7600	
1315.0	15.0	nan	79.5	nan	560.0	CURL-8851	
1400.0	15.0	nan	81.5	nan	560.0	CURL-8852	
1445.0	15.0	nan	84.0	nan	560.0	CURL-8853	
nan	nan	1.0	85.25	846.0	0.0	NA	
1460.0	15.0	nan	87.25	nan	560.0	CURL-8005	
1515.0	15.0	nan	91.0	nan	560.0	CURL-8854	
1560.0	15.0	nan	97.25	nan	560.0	CURL-8006	
1635.0	60.0	nan	101.5	nan	575.0	TUa-2848	
1630.0	15.0	nan	107.5	nan	575.0	CURL-8007	
1815.0	15.0	nan	117.0	nan	575.0	CURL-8008	
1890.0	15.0	nan	126.0	nan	575.0	CURL-8011	
1985.0	60.0	nan	131.25	nan	575.0	TUa-2650	
1990.0	15.0	nan	137.0	nan	575.0	CURL-8012	
2065.0	15.0	nan	147.5	nan	575.0	CURL-8013	
2120.0	15.0	nan	157.0	nan	575.0	CURL-8014	
2235.0	15.0	nan	167.0	nan	575.0	CURL-8016	
2290.0	55.0	nan	171.75	nan	575.0	TUa-2849	
2290.0	15.0	nan	177.0	nan	575.0	CURL-8017	
2365.0	15.0	nan	187.0	nan	575.0	CURL-8018	
2405.0	15.0	nan	196.5	nan	575.0	CURL-8019	
2585.0	50.0	nan	207.5	nan	575.0	AAR-5073	
2540.0	15.0	nan	217.0	nan	575.0	CURL-8020	
2595.0	15.0	nan	227.0	nan	575.0	CURL-8021	
2720.0	50.0	nan	234.0	nan	575.0	Beta-195505	
2700.0	25.0	nan	237.0	nan	575.0	CURL-8153	
2790.0	25.0	nan	247.0	nan	575.0	CURL-8154	
2900.0	25.0	nan	257.5	nan	575.0	CURL-8155	
2950.0	25.0	nan	267.0	nan	575.0	CURL-8156	
2955.0	30.0	nan	277.0	nan	575.0	CURL-8157	
3030.0	25.0	nan	284.0	nan	575.0	CURL-8158	
3255.0	55.0	nan	293.0	nan	575.0	TUa-2651	
3230.0	25.0	nan	303.0	nan	575.0	CURL-8159	
3295.0	25.0	nan	313.0	nan	575.0	CURL-8160	
3355.0	25.0	nan	323.0	nan	575.0	CURL-8161	
